word,definition,x,y,z,cluster
SONERIS,"'SONERI, (Hindi) a cloth of gold [n]'",-1.6711187,-0.33361328,1.7258593,-1
SOUCAR,"'(Hindi) a Hindu banker, also SOWCAR [n -S]'",1.3141692,0.30565438,1.4777006,-1
SOUCARS,"'SOUCAR, (Hindi) a Hindu banker, also SOWCAR [n]'",1.3023256,0.26587132,1.5348556,-1
SOURSOP,"'a West Indian tree of the Anona species; its large, sour, pulpy fruit [n -S]'",0.618231,2.9903774,7.9779034,-1
SOURSOPS,"'SOURSOP, a West Indian tree of the Anona species; its large, sour, pulpy fruit [n]'",0.517907,2.9113991,8.033684,-1
SOWAR,'(Urdu) a mounted native soldier in India [n -S]',0.13621633,-1.8520417,0.97563577,91
SOWARREE,"'(Urdu) a mounted retinue, a cavalcade, also SOWARRY [n -S]'",-0.0026126779,-2.003757,0.9396762,-1
SOWARREES,"'SOWARREE, (Urdu) a mounted retinue, a cavalcade, also SOWARRY [n]'",0.07641935,-1.9989369,0.91132313,-1
SOWARRIES,"'SOWARRY, (Urdu) a mounted retinue, a cavalcade, also SOWARREE [n]'",0.022076236,-2.0093396,0.9259473,-1
SOWARRY,"'(Urdu) a mounted retinue, a cavalcade, also SOWARREE [n SOWARRIES]'",0.042477753,-2.0043526,0.9278293,-1
SOWARS,"'SOWAR, (Urdu) a mounted native soldier in India [n]'",0.16464873,-2.0387251,0.91779727,-1
SOWCAR,"'(Hindi) a Hindu banker, also SOUCAR [n -S]'",1.3160723,0.2998166,1.4876921,-1
SOWCARS,"'SOWCAR, (Hindi) a Hindu banker, also SOUCAR [n]'",1.3026369,0.2725616,1.506328,-1
SPIKENARD,'an aromatic oil or balsam yielded by an Indian valerianaceous herb [n -S]',0.74851525,2.294026,8.236911,-1
SPIKENARDS,"'SPIKENARD, an aromatic oil or balsam yielded by an Indian valerianaceous herb [n]'",0.8178232,2.1876366,8.281986,-1
SPONGEWOOD,"'an Indian plant with a pith used in making tropical hats, aka sola [n -S]'",-0.7277851,0.9293226,6.704778,61
SPONGEWOODS,"'SPONGEWOOD, an Indian plant with a pith used in making tropical hats, aka sola [n]'",-0.76318735,0.913284,6.6926537,61
SRADDHA,"'(Sanskrit) an offering to the manes of an ancestor, also SHRADDHA, SRADHA [n -S]'",2.6894784,2.488971,-0.16362746,28
SRADDHAS,"'SRADDHA, (Sanskrit) an offering to the manes of an ancestor, also SHRADDHA, SRADHA [n]'",2.697111,2.4775062,-0.15419713,28
SRADHA,"'(Sanskrit) an offering to the manes of an ancestor, also SHRADDHA, SRADDHA [n -S]'",2.7026222,2.484547,-0.1657846,28
SRADHAS,"'SRADHA, (Sanskrit) an offering to the manes of an ancestor, also SHRADDHA, SRADDHA [n]'",2.6662333,2.5235567,-0.13093476,28
SRI,"'(Sanskrit) in India, a title of great respect given to a man, also SHRI [n -S]'",1.8122094,0.3046025,-0.28768706,-1
SRIS,"'SRI, (Sanskrit) in India, a title of great respect given to a man, also SHRI [n]'",1.8178254,0.24088065,-0.26738167,-1
SRUTI,'(Sanskrit) a class of Hindu sacred literature [n -S]',2.1885996,3.8987324,-0.5301648,115
SRUTIS,"'SRUTI, (Sanskrit) a class of Hindu sacred literature [n]'",2.264919,3.8849218,-0.4951405,115
STROUD,'a kind of coarse blanket or garment used by the North American Indians [n -S]',0.1643376,6.2451553,11.068549,24
STROUDS,"'STROUD, a kind of coarse blanket or garment used by the North American Indians [n]'",0.15664123,6.311975,11.175106,-1
STUPA,'(Sanskrit) a mound or monument commemorative of Buddha [n -S]',2.1246746,3.988858,-1.0541798,-1
STUPAS,"'STUPA, (Sanskrit) a mound or monument commemorative of Buddha [n]'",1.9879025,3.952471,-0.9332001,-1
SUBA,"'(Hindi) a province of the Mogul empire, also SUBAH [n -S]'",1.9482043,-1.3267281,0.91489905,-1
SUBADAR,"'(Hindi) a native officer in an Indian regiment corresponding to a captain, also SUBAHDAR, SUBEDAR [n -S]'",0.6121186,-2.3274653,0.8347089,110
SUBADARS,"'SUBADAR, (Hindi) a native officer in an Indian regiment corresponding to a captain, also SUBAHDAR, SUBEDAR [n]'",0.6337657,-2.3628087,0.8598139,110
SUBAH,"'(Hindi) a province of the Mogul empire, also SUBA [n -S]'",1.9558918,-1.3292981,0.91054666,-1
SUBAHDAR,"'(Hindi) a native officer in an Indian regiment corresponding to a captain, also SUBADAR, SUBEDAR [n -S]'",0.63338274,-2.331281,0.8523025,110
SUBAHDARS,"'SUBAHDAR, (Hindi) a native officer in an Indian regiment corresponding to a captain, also SUBADAR, SUBEDAR [n]'",0.58915114,-2.3127913,0.8072273,110
SUBAHS,"'SUBAH, (Hindi) a province of the Mogul empire, also SUBA [n]'",1.9649898,-1.3480983,0.9297035,-1
SUBAS,"'SUBA, (Hindi) a province of the Mogul empire, also SUBAH [n]'",1.9806691,-1.3128527,0.9410066,-1
SUBEDAR,"'(Hindi) a native officer in an Indian regiment corresponding to a captain, also SUBADAR, SUBAHDAR [n -S]'",0.62708277,-2.3339906,0.82389885,110
SUBEDARS,"'SUBEDAR, (Hindi) a native officer in an Indian regiment corresponding to a captain, also SUBADAR, SUBAHDAR [n]'",0.59587365,-2.3376293,0.82360995,110
SUCURUJU,'a South American Indian name for the anaconda [n -S]',0.82032514,3.9897466,7.437028,-1
SUCURUJUS,"'SUCURUJU, a South American Indian name for the anaconda [n]'",0.83412486,4.0187464,7.315058,-1
SUNDARI,"'(Sanskrit) an East Indian tree, also SUNDRA, SUNDRI [n -S]'",-0.15436342,1.9753163,7.9856954,93
SUNDARIS,"'SUNDARI, (Sanskrit) an East Indian tree, also SUNDRA, SUNDRI [n]'",-0.07536704,2.0067143,7.973957,93
SUNDRA,"'(Sanskrit) a timber tree, also SUNDARI, SUNDRI [n -S]'",-0.17121357,1.9754294,7.994883,93
SUNDRAS,"'SUNDRA, (Sanskrit) a timber tree, also SUNDARI, SUNDRI [n]'",-0.13709548,2.0031118,8.005349,93
SUNDRI,"'(Sanskrit) an East Indian tree, also SUNDARI, SUNDRA [n -S]'",-0.12742488,1.997572,7.9789076,93
SUNDRIS,"'SUNDRI, (Sanskrit) an East Indian tree, also SUNDARI, SUNDRA [n]'",-0.0703249,2.0157754,7.9755993,93
SUNN,'(Hindi) an East Indian plant with tough fibre used in cordage [n -S]',-0.42949438,1.2156993,7.544113,-1
SUNNS,"'SUNN, (Hindi) an East Indian plant with tough fibre used in cordage [n]'",-0.21439788,1.4179603,7.5903053,-1
SUPERBAZAAR,"'in India, a large department store or supermarket, esp. one set up as a cooperative store by the government, also SUPERBAZAR [n -S]'",2.025767,-0.67005664,0.4921384,-1
SUPERBAZAARS,"'SUPERBAZAAR, in India, a large department store or supermarket, esp. one set up as a cooperative store by the government, also SUPERBAZAR [n]'",2.0005186,-0.6684491,0.4743656,-1
SUPERBAZAR,"'in India, a large department store or supermarket, esp. one set up as a cooperative store by the government, also SUPERBAZAAR [n -S]'",2.0326355,-0.6965656,0.4655416,-1
SUPERBAZARS,"'SUPERBAZAR, in India, a large department store or supermarket, esp. one set up as a cooperative store by the government, also SUPERBAZAAR [n]'",2.0140262,-0.69972116,0.48259926,-1
SURAT,'(Hindi) a coarse uncoloured cotton [n -S]',-1.4892672,-0.31134418,1.7497792,86
SURATS,"'SURAT, (Hindi) a coarse uncoloured cotton [n]'",-1.6304895,-0.3559404,1.7398926,-1
SURBAHAR,"'(Bengali) an Indian stringed instrument, larger than a sitar [n -S]'",0.1931648,5.768394,0.8241136,-1
SURBAHARS,"'SURBAHAR, (Bengali) an Indian stringed instrument, larger than a sitar [n]'",0.2076541,5.791263,0.8062452,-1
SURRA,'(Marathi) a trypanosome disease of the blood in horses [n -S]',0.42927334,3.1979723,5.1808896,-1
SURRAS,"'SURRA, (Marathi) a trypanosome disease of the blood in horses [n]'",0.42800218,3.276612,4.982571,-1
SURUCUCU,'a South American Indian name for the bushmaster snake [n -S]',0.82699525,3.9984438,7.3940544,-1
SURUCUCUS,"'SURUCUCU, a South American Indian name for the bushmaster snake [n]'",0.8395761,4.0190864,7.3374467,-1
SUTRA,"'(Sanskrit) a precept; an aphorism; a brief rule, also SUTTA [n -S]'",2.301299,3.3941786,-1.2447554,-1
SUTRAS,"'SUTRA, (Sanskrit) a precept; an aphorism; a brief rule, also SUTTA [n]'",2.3576822,3.6257765,-1.0718522,-1
SUTTEE,"'(Sanskrit) the act of a Hindu widow willingly being cremated on the funeral pyre of her husband, also SATI [n -S]'",2.624967,2.084866,-0.12909584,-1
SUTTEEISM,'the Indian practice of self-immolation of widows [n -S]',2.6240025,1.9527689,-0.14864278,-1
SUTTEEISMS,"'SUTTEEISM, the Indian practice of self-immolation of widows [n]'",2.6264951,1.9533043,-0.119458005,-1
SUTTEES,"'SUTTEE, (Sanskrit) the act of a Hindu widow willingly being cremated on the funeral pyre of her husband, also SATI [n]'",2.6290429,1.998567,-0.11462572,-1
SVARABHAKTI,'(Sanskrit) the development of a vowel between consonants [n -S]',2.1977475,3.4317052,-0.9786472,-1
SVARABHAKTIS,"'SVARABHAKTI, (Sanskrit) the development of a vowel between consonants [n]'",2.2665308,3.3857636,-0.98668295,-1
SVARAJ,"'(Sanskrit) self-government, home rule, also SWARAJ [n -ES]'",2.5015295,2.1709917,-1.0280546,-1
SVARAJES,"'SVARAJ, (Sanskrit) self-government, home rule, also SWARAJ [n]'",2.4983637,2.182046,-1.0280218,-1
SVASTIKA,"'(Sanskrit) a Greek cross with arms bent at a right angle, also SWASTICA, SWASTIKA [n -S]'",3.2594926,4.2932477,-0.80305904,31
SVASTIKAS,"'SVASTIKA, (Sanskrit) a Greek cross with arms bent at a right angle, also SWASTICA, SWASTIKA [n]'",3.221831,4.2681026,-0.821017,31
SWACHH,'(Hindi) clean [adj]',1.4312294,0.88918346,1.5683484,-1
SWAMI,"'(Hindi) a Hindu mystic, also SWAMY [n -S]'",1.2858703,2.803498,-0.70642465,-1
SWAMIES,"'SWAMY, (Hindi) a Hindu mystic, also SWAMI [n]'",1.2748513,2.8089771,-0.6980473,-1
SWAMIS,"'SWAMI, (Hindi) a Hindu mystic, also SWAMY [n]'",1.3276926,2.8156025,-0.686626,-1
SWAMY,"'(Hindi) a Hindu mystic, also SWAMI [n SWAMIES]'",1.213698,2.7748423,-0.7241016,-1
SWARAJ,"'(Sanskrit) self-government, home rule, also SVARAJ [n -ES]'",2.4662883,2.1795328,-1.0208967,-1
SWARAJES,"'SWARAJ, (Sanskrit) self-government, home rule, also SVARAJ [n]'",2.5036316,2.202289,-1.0505128,-1
SWARAJISM,'the policy of Indian political independence [n -S]',2.5030031,2.0046532,-0.8379585,-1
SWARAJISMS,"'SWARAJISM, the policy of Indian political independence [n]'",2.5032806,2.131052,-1.007444,-1
SWARAJIST,"'one who adhered to swaraj, the policy of Indian political independence [n -S]'",2.4984477,2.153924,-1.0054429,-1
SWARAJISTS,"'SWARAJIST, one who adhered to swaraj, the policy of Indian political independence [n]'",2.501044,2.1506054,-1.0157493,-1
SWASTICA,"'(Sanskrit) a Greek cross with arms bent at a right angle, also SVASTIKA, SWASTIKA [n -S]'",3.256266,4.2923093,-0.8018743,31
SWASTICAS,"'SWASTICA, (Sanskrit) a Greek cross with arms bent at a right angle, also SVASTIKA, SWASTIKA [n]'",3.2650297,4.2987423,-0.80128974,31
SWASTIKA,"'(Sanskrit) a Greek cross with arms bent at a right angle, also SVASTIKA, SWASTICA [n -S]'",3.2723973,4.30286,-0.78490615,31
SWASTIKAS,"'SWASTIKA, (Sanskrit) a Greek cross with arms bent at a right angle, also SVASTIKA, SWASTICA [n]'",3.2428303,4.286284,-0.7992309,31
SYCE,"'(Arabic) a male servant in India, also SAICE, SICE [n -S]'",0.8257673,-0.4159223,0.820101,64
SYCES,"'SYCE, (Arabic) a male servant in India, also SAICE, SICE [n]'",0.77725506,-0.4358927,0.85813624,64
TABASHEER,"'(Hindi) a siliceous substance sometimes found in crude form in hollows of bamboos, used in Eastern medicine, also TABASHIR [n -S]'",-0.2664526,1.4256661,7.886139,-1
TABASHEERS,"'TABASHEER, (Hindi) a siliceous substance sometimes found in crude form in hollows of bamboos, used in Eastern medicine, also TABASHIR [n]'",-0.33706328,1.4745473,7.9640393,-1
TABLA,"'(Hindi) an Indian percussion instrument, a pair of small drums [n -S]'",0.15769716,5.55449,0.93842196,77
TABLAS,"'TABLA, (Hindi) an Indian percussion instrument, a pair of small drums [n]'",0.12416569,5.620121,0.9361663,-1
TAHSIL,"'(Urdu) in India, a division of a district for revenue and certain other purposes, also TEHSIL [n -S]'",1.7691373,-1.2319468,1.0378051,-1
TAHSILDAR,'an Indian district official in charge of revenues [n -S]',1.6895199,-1.0079166,0.8899531,-1
TAHSILDARS,"'TAHSILDAR, an Indian district official in charge of revenues [n]'",1.8155657,-0.95647323,0.92210513,-1
TAHSILS,"'TAHSIL, (Urdu) in India, a division of a district for revenue and certain other purposes, also TEHSIL [n]'",1.7818917,-1.1976128,1.0706376,-1
TAKA,'(Bengali) a monetary unit of Bangladesh [n -S]',2.7203498,0.22011232,2.0725214,-1
TAKAS,"'TAKA, (Bengali) a monetary unit of Bangladesh [n]'",2.776012,0.16830194,2.041353,-1
TALA,'(Sanskrit) a traditional rhythmic pattern in Indian music [n -S]',0.5946888,5.8151007,0.2831844,76
TALAS,"'TALA, (Sanskrit) a traditional rhythmic pattern in Indian music [n]'",0.5532444,5.82947,0.32223383,76
TALIPAT,"'(Sinhalese) a very tall southern Indian fan palm with enormous leaves which are used as sunshades etc., also TALIPOT [n -S]'",0.7965062,1.7423208,7.705448,-1
TALIPATS,"'TALIPAT, (Sinhalese) a very tall southern Indian fan palm with enormous leaves which are used as sunshades etc., also TALIPOT [n]'",0.76070136,1.7740481,7.694676,-1
TALIPOT,"'(Sinhalese) a very tall southern Indian fan palm with enormous leaves which are used as sunshades etc., also TALIPAT [n -S]'",0.8304121,1.6954142,7.7034044,-1
TALIPOTS,"'TALIPOT, (Sinhalese) a very tall southern Indian fan palm with enormous leaves which are used as sunshades etc., also TALIPAT [n]'",0.7525755,1.781232,7.709901,-1
TALOOKA,"'(Hindi) an estate in India, also TALUK, TALUKA [n -S]'",2.101759,-1.1352868,1.0385818,117
TALOOKAS,"'TALOOKA, (Hindi) an estate in India, also TALUK, TALUKA [n]'",2.077604,-1.1465065,1.0532194,117
TALUK,"'(Hindi) a large estate, a revenue district, also TALOOKA, TALUKA [n -S]'",2.1154654,-1.179668,1.0578065,-1
TALUKA,"'(Hindi) an estate in India, also TALUK, TALOOKA [n -S]'",2.1215515,-1.1598212,1.0568751,117
TALUKAS,"'TALUKA, (Hindi) an estate in India, also TALUK, TALOOKA [n]'",2.0978065,-1.1186346,1.060886,-1
TALUKDAR,"'(Hindi) a proprietor of a taluk, a large estate [n -S]'",2.1325674,-0.9532993,1.0461075,-1
TALUKDARS,"'TALUKDAR, (Hindi) a proprietor of a taluk, a large estate [n]'",2.1464176,-1.0579222,1.0819335,-1
TALUKS,"'TALUK, (Hindi) a large estate, a revenue district, also TALOOKA, TALUKA [n]'",2.108489,-1.1626263,1.0707458,117
TAMANU,"'(Tahitian) an East Indian tree, yielding tacamahac, a kind of gum resin [n -S]'",0.7667109,2.2457876,8.026093,-1
TAMANUS,"'TAMANU, (Tahitian) an East Indian tree, yielding tacamahac, a kind of gum resin [n]'",0.76937735,2.2177703,8.042334,-1
TAMASHA,"'(Urdu) in the Indian subcontinent, an entertainment, a show, a public function [n -S]'",-0.03833717,-1.150714,1.0853676,-1
TAMASHAS,"'TAMASHA, (Urdu) in the Indian subcontinent, an entertainment, a show, a public function [n]'",-0.040013075,-1.0682613,0.9927358,-1
TANA,"'(Hindi) an Indian police station, also TANNA, TANNAH, THANA, THANAH, THANNA, THANNAH [n -S]'",2.848943,-2.4942503,-0.71255034,67
TANADAR,"'(Hindi) an officer in charge of a tana, a police station, also THANADAR [n -S]'",2.8233974,-2.4657092,-0.6858574,67
TANADARS,"'TANADAR, (Hindi) an officer in charge of a tana, a police station, also THANADAR [n]'",2.7830887,-2.4295402,-0.64652383,67
TANAS,"'TANA, (Hindi) an Indian police station, also TANNA, TANNAH, THANA, THANAH, THANNA, THANNAH [n]'",2.7413187,-2.3779902,-0.6039052,67
TANDOOR,"'(Hindi) a type of Indian cooking in which meat, vegetables etc. are baked over charcoal in a clay oven, also TANDOORI [n -S]'",-1.5834278,-1.7643398,8.36982,-1
TANDOORI,"'(Hindi) a type of Indian cooking in which meat, vegetables etc. are baked over charcoal in a clay oven, also TANDOOR [n -S]'",-1.6233056,-1.7445502,8.290031,-1
TANDOORIS,"'TANDOORI, (Hindi) a type of Indian cooking in which meat, vegetables etc. are baked over charcoal in a clay oven, also TANDOOR [n]'",-1.6452558,-1.7467513,8.383576,-1
TANDOORS,"'TANDOOR, (Hindi) a type of Indian cooking in which meat, vegetables etc. are baked over charcoal in a clay oven, also TANDOORI [n]'",-1.6469239,-1.7808491,8.320839,-1
TANGUN,"'(Hindi) a piebald variety of the horse, native of Tibet [n -S]'",0.67454934,3.6806538,5.072686,-1
TANGUNS,"'TANGUN, (Hindi) a piebald variety of the horse, native of Tibet [n]'",0.6275294,3.8163888,5.04761,-1
TANNA,"'(Hindi) an Indian police station, also TANA, TANNAH, THANA, THANAH, THANNA, THANNAH [n -S]'",2.8456914,-2.491516,-0.7094835,67
TANNAH,"'(Hindi) an Indian police station, also TANA, TANNA, THANA, THANAH, THANNA, THANNAH [n -S]'",2.878565,-2.5273223,-0.74210846,67
TANNAHS,"'TANNAH, (Hindi) an Indian police station, also TANA, TANNA, THANA, THANAH, THANNA, THANNAH [n]'",2.730864,-2.3676617,-0.59277093,67
TANNAS,"'TANNA, (Hindi) an Indian police station, also TANA, TANNAH, THANA, THANAH, THANNA, THANNAH [n]'",2.7519004,-2.3897078,-0.61465055,67
TANTRA,'(Sanskrit) a class of Hindu religious writings [n -S]',2.214703,3.8370302,-0.5561982,115
TANTRAS,"'TANTRA, (Sanskrit) a class of Hindu religious writings [n]'",2.404359,4.0270495,-0.66446126,-1
TANTRISM,'a school of Buddhism incorporating Hindu and pagan elements [n -S]',2.2582977,4.0494375,-1.2334207,-1
TANTRISMS,"'TANTRISM, a school of Buddhism incorporating Hindu and pagan elements [n]'",2.3264923,4.1130066,-1.2256746,-1
TASAR,"'(Hindi) a fawn-coloured silk made from wild Indian silkworms, also TUSSAH, TUSSAR, TUSSEH, TUSSER, TUSSOR, TUSSORE, TUSSUR [n -S]'",-4.00405,-0.43317077,3.027997,40
TASARS,"'TASAR, (Hindi) a fawn-coloured silk made from wild Indian silkworms, also TUSSAH, TUSSAR, TUSSEH, TUSSER, TUSSOR, TUSSORE, TUSSUR [n]'",-2.5030527,-0.48190355,2.0570555,41
TASSA,"'(Hindi) a large Indian kettledrum, worn hanging round the neck [n -S]'",0.153282,5.573493,0.94004434,77
TASSAS,"'TASSA, (Hindi) a large Indian kettledrum, worn hanging round the neck [n]'",0.07196866,5.63042,0.9925642,-1
TATHATA,'(Sanskrit) the ultimate nature of things in Buddhism [n -S]',2.263334,3.998865,-1.579644,-1
TATHATAS,"'TATHATA, (Sanskrit) the ultimate nature of things in Buddhism [n]'",2.2865098,3.9860399,-1.6325717,-1
TATPURUSHA,"'(Sanskrit) a class of compound words in which the first element modifies the second by standing to it in various types of relation e.g. goatskin, fieldmouse [n -S]'",2.0017989,3.0569122,-1.1469725,6
TATPURUSHAS,"'TATPURUSHA, (Sanskrit) a class of compound words in which the first element modifies the second by standing to it in various types of relation e.g. goatskin, fieldmouse [n]'",2.0218391,3.0442789,-1.1374714,6
TAVA,"'(Hindi) a griddle in Indian cookery, also TAVAH, TAWA [n -S]'",-1.6004461,-1.6460878,8.060788,125
TAVAH,"'(Hindi) a griddle in Indian cookery, also TAVA, TAWA [n -S]'",-1.592393,-1.6630985,8.055844,125
TAVAHS,"'TAVAH, (Hindi) a griddle in Indian cookery, also TAVA, TAWA [n]'",-1.6783366,-1.7102544,8.0224285,125
TAVAS,"'TAVA, (Hindi) a griddle in Indian cookery, also TAVAH, TAWA [n]'",-1.6548821,-1.6896847,8.037313,125
TAWA,"'(Hindi) a griddle in Indian cookery, also TAVA, TAVAH [n -S]'",-1.6406128,-1.6844395,8.065097,125
TAWAS,"'TAWA, (Hindi) a griddle in Indian cookery, also TAVA, TAVAH [n]'",-1.6682384,-1.7037106,7.956327,125
TEAK,"'(Malay) an East Indian tree, or its dark heavy timber [n -S]'",0.6966163,2.3176208,7.837313,-1
TEAKS,"'TEAK, (Malay) an East Indian tree, or its dark heavy timber [n]'",0.6773525,2.2798111,7.881708,-1
TEAPOY,"'(Hindi) an ornamental stand, usually with three legs, having caddies for holding tea, also TEPOY [n -S]'",-0.28664786,0.96035165,3.156068,-1
TEAPOYS,"'TEAPOY, (Hindi) an ornamental stand, usually with three legs, having caddies for holding tea, also TEPOY [n]'",-0.30233037,0.95993084,3.1334236,-1
TEEPEE,"'(Native American) a conical tent of the North American Indians, also TEPEE, TIPI [n -S]'",0.12653951,6.3401737,11.097957,24
TEEPEES,"'TEEPEE, (Native American) a conical tent of the North American Indians, also TEPEE, TIPI [n]'",0.08267445,6.3409758,11.118606,24
TEGUA,'an ankle-high moccasin worn by Mexican and Indians [n -S]',0.082041875,6.210332,10.940631,-1
TEGUAS,"'TEGUA, an ankle-high moccasin worn by Mexican and Indians [n]'",0.22975741,6.1738515,10.941901,-1
TEHSIL,"'(Hindi) in India, a division of a district for revenue and certain other purposes, also TAHSIL [n -S]'",1.9059976,-1.1312685,1.04613,117
TEHSILDAR,'(Hindi) one who administrates a tehsil [n -S]',1.8788693,-0.8375878,0.94517124,-1
TEHSILDARS,"'TEHSILDAR, (Hindi) one who administrates a tehsil [n]'",1.8764997,-0.91167253,0.8966766,-1
TEHSILS,"'TEHSIL, (Hindi) in India, a division of a district for revenue and certain other purposes, also TAHSIL [n]'",1.8908346,-1.0716382,1.046851,-1
